star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,HD,Simbad,RAJ2000,DEJ2000,EWHa,u_vsini,vsini,S,u_S,RHK,u_RHK
TIC 440388263,89.88216396171,44.94743634981,,,440388263.0,1.966566611747685e+17,,28360.0,2MASS J05593172+4456508,2924-2742-1,"WDS J05595+4457Aa,Ab",* bet Aur,tic_bright,-56.0,8.0,-1.0,8.0,TIC sblink,2019AJ....158..138S,1.97,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.93,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.9,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.82,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.83,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.756,0.222,TIC,2019AJ....158..138S,1.76,0.168,TIC,2019AJ....158..138S,1.778,0.19,TIC,2019AJ....158..138S,0.572,0.227,1.71414,,,,5.13435,,2.39818,,40.21,0.23,Simbad 2007A&A...474..653V,2007A&A...474..653V,24.86943546381497,0.1422524286664372,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A1IV-Vp,2003AJ....126.2048G,1,8848.7,,TIC,2019AJ....158..138S,3.48908264693202,,calculated_from_M_and_R,Calculated Value,,,,,0.37,,Simbad 2019MNRAS.485.1067T,2019MNRAS.485.1067T,2.038807431448595,,calc_from_gaia,Calculated Value,4.449358685806391,,calc_from_L_and_Teff,Calculated Value,2.2264341531921854,0.3113012334510144,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,"Aa,Ab",0.0,0.2000000000000001,,,,0,,111456,Simbad,12 48 39.43,+60 19 11.5,3.88,1,48.83,0.246,ok,-4.54,
TIC 70257116,297.695844,8.868386,,,70257116.0,,,97649.0,2MASS J19504698+0852060,1058-03399-1,WDS J19508+0852A,* alf Aql,tic_near,537.0,8.0,386.0,8.0,TIC tic7,2019AJ....158..138S,1.07,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.98,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.76,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.62,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.49,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.313,0.168,TIC,2019AJ....158..138S,0.102,0.22,TIC,2019AJ....158..138S,0.102,0.248,TIC,2019AJ....158..138S,0.584,0.192,,,,,,,,,194.95,0.57,TIC hip,2019AJ....158..138S,5.12952038984355,0.0149978282749978,TIC plx hip,2019AJ....158..138S,0,A7Vn,2003AJ....126.2048G,1,7747.2,,TIC,2019AJ....158..138S,4.193641746053382,,calculated_from_M_and_R,Calculated Value,,,,,0.48,,Simbad 2017AJ....153...21L,2017AJ....153...21L,1.0177215757396576,,Pecaut_and_Mamajek_2013,Calculated Value,1.7915292251488666,,calc_from_L_and_Teff,Calculated Value,1.8281924586383476,0.2882623951910294,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,195.8,8.870000000000001,,,,0,,59984,Simbad,07 32 05.78,-08 52 52.4,2.84,0,11.74,0.148,ok,-5.01,
TIC 99843265,165.931834,61.750945,,,99843265.0,,,54061.0,2MASS J11034364+6145034,,WDS J11037+6145AB,* alf UMa,tic_near,-136.0,8.0,-35.0,8.0,TIC tic7,2019AJ....158..138S,3.78,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.86,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.79,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.98,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.4,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,-0.34,0.21,TIC,2019AJ....158..138S,-0.751,0.144,TIC,2019AJ....158..138S,-0.829,0.17,TIC,2019AJ....158..138S,0.595,0.218,,,,,,,,,26.54,0.48,TIC hip,2019AJ....158..138S,37.67897513187641,0.6814584801545094,TIC plx hip,2019AJ....158..138S,0,G9III+A7.5,2014yCat....1.2023S,0,4627.0,43.0,Pastel,2022A&A...663A...4S,1.362312580826222,0.060189308372922,calculated_from_M_and_R,Calculated Value,2.2,0.18,Pastel,2022A&A...663A...4S,-0.18,0.04,Pastel,2022A&A...663A...4S,2.557308083011712,0.0329045078780168,update McDonald2017,2017MNRAS.471..770M,29.56022172925343,1.2473433482763914,calc_from_L_and_Teff,Calculated Value,0.7339396124372838,0.0806840540620514,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,AB,0.8,2.93,,,,0,,216803,Simbad,22 56 24.04,-31 33 55.9,0.97,0,10.0,1.012,ok,-4.46,c
TIC 229540730,222.676488,74.15555,,,229540730.0,,,72607.0,2MASS J14504235+7409199,4416-01799-1,WDS J14507+7409A,* bet UMi,tic_near,-32.29,0.45,11.91,0.57,TIC tic7,2019AJ....158..138S,5.32,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.55,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.08,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.97,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.21,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,-0.495,0.194,TIC,2019AJ....158..138S,-1.225,0.184,TIC,2019AJ....158..138S,-1.287,0.204,TIC,2019AJ....158..138S,0.666,0.205,,,,,,,,,25.79,0.52,TIC hip,2019AJ....158..138S,38.774718883288095,0.7818089887285696,TIC plx hip,2019AJ....158..138S,0,K4-III,1989ApJS...71..245K,0,4043.0,46.0,Pastel,2022A&A...663A...4S,0.9967012240487048,0.0644837471331594,calculated_from_M_and_R,Calculated Value,1.3,0.23,Pastel,2022A&A...663A...4S,-0.24,0.03,Pastel,2022A&A...663A...4S,2.623787469143692,0.0320530591378682,update McDonald2017,2017MNRAS.471..770M,41.79640191860209,1.8120550248499765,calc_from_L_and_Teff,Calculated Value,0.6322828325926475,0.0762096639367747,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,A,212.3,10.55,,,,1,bet UMi,154417,Simbad,17 05 16.83,+00 42 09.1,2.57,0,10.0,0.242,ok,-4.61,
TIC 306349516,31.793405,23.462332,,,306349516.0,,,9884.0,2MASS J02071038+2327447,1758-02416-1,,* alf Ari,tic_near,191.0,8.0,-146.0,8.0,TIC tic7,2019AJ....158..138S,4.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.17,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.01,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.15,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.54,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,-0.196,0.218,TIC,2019AJ....158..138S,-0.749,0.156,TIC,2019AJ....158..138S,-0.783,0.176,TIC,2019AJ....158..138S,0.793,0.226,,,,,,,,,49.48,0.99,TIC hip,2019AJ....158..138S,20.21018593371059,0.4043670993204019,TIC plx hip,2019AJ....158..138S,0,K2-IIIbCa-1,1989ApJS...71..245K,0,4537.0,17.0,Pastel,2022A&A...663A...4S,2.27159594642618,0.0456706433603203,calculated_from_M_and_R,Calculated Value,2.35,0.09,Pastel,2022A&A...663A...4S,-0.19,0.02,Pastel,2022A&A...663A...4S,1.909609510490169,0.0050001889001298,Stock2018,2018A&A...616A..33S,14.58545029384291,0.1378294065595097,calc_from_L_and_Teff,Calculated Value,1.45,0.15,Stock2018,2018A&A...616A..33S,0,3.019951720402019,0.738315576201695,Stock2018,2018A&A...616A..33S,,,,,,,,0,0,,,,,,,1,alf Ari,115404,Simbad,13 16 51.06,+17 01 02.1,1.72,0,10.0,0.39,ok,-4.6,c
TIC 95431294,154.993377,19.841307,,,95431294.0,,,50583.0,2MASS J10195836+1950290,,WDS J10200+1950AB,* gam Leo,tic_near,311.0,8.0,-153.0,8.0,TIC tic7,2019AJ....158..138S,,,,,3.79,0.0,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,2.37,0.0,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,,,,,-0.179,0.204,TIC,2019AJ....158..138S,-0.847,0.162,TIC,2019AJ....158..138S,-0.806,0.158,TIC,2019AJ....158..138S,0.817,0.211,,,,,,,,,25.07,0.52,TIC hip,2019AJ....158..138S,39.88831272437176,0.8273602958385845,TIC plx hip,2019AJ....158..138S,0,K1-III+G7IIIb,1989ApJS...71..245K,0,4341.0,35.0,Pastel,2022A&A...663A...4S,1.2360639865042278,0.0631040716971914,calculated_from_M_and_R,Calculated Value,1.77,0.07,Pastel,2022A&A...663A...4S,-0.47,0.04,Pastel,2022A&A...663A...4S,2.5385943663814308,0.0368662284935691,update McDonald2017,2017MNRAS.471..770M,32.867771295840555,1.4923210409897325,calc_from_L_and_Teff,Calculated Value,0.678479721468882,0.0769612627008085,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,AB,4.7,1.27,,,,1,gam1 Leo,179949,Simbad,19 15 33.23,-24 10 45.6,3.01,0,10.0,0.188,ok,-4.78,
TIC 329269366,269.151559,51.488832,,,329269366.0,,,87833.0,2MASS J17563637+5129197,3523-01684-1,WDS J17566+5129A,* gam Dra,tic_near,-8.52,0.48,-23.05,0.51,TIC tic7,2019AJ....158..138S,5.63,0.01,Simbad 1984A&AS...57..357O,1984A&AS...57..357O,3.76,0.007,Simbad 1993A&AS..100..591O,1993A&AS..100..591O,2.23,0.009,Simbad 1993A&AS..100..591O,1993A&AS..100..591O,1.08,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.23,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,-0.245,0.212,TIC,2019AJ....158..138S,-1.034,0.18,TIC,2019AJ....158..138S,-1.162,0.16,TIC,2019AJ....158..138S,0.925,0.219,,,,,,,,,22.1,0.46,TIC hip,2019AJ....158..138S,45.24886877828054,0.9418316578284636,TIC plx hip,2019AJ....158..138S,0,K5III,1989ApJS...71..245K,0,3935.8,,TIC,2019AJ....158..138S,0.8868299448955881,,calculated_from_M_and_R,Calculated Value,,,,,-0.14,,Simbad 2008AJ....135..209M,2008AJ....135..209M,2.6728582754066967,0.03272220947328,update McDonald2017,2017MNRAS.471..770M,46.66762933614758,,calc_from_L_and_Teff,Calculated Value,0.6120597169771804,0.0761518583821872,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,A,21.1,11.17,,,,0,,35850,Simbad,05 27 04.77,-11 54 03.3,3.93,1,55.18,0.388,ok,-4.29,
TIC 114434141,10.897442,-17.986588,,,114434141.0,,,3419.0,2MASS J00433536-1759117,5847-02333-1,,* bet Cet,tic_near,233.0,8.0,33.0,8.0,TIC tic7,2019AJ....158..138S,3.9,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.02,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.01,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.78,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.37,0.198,TIC,2019AJ....158..138S,-0.219,0.28,TIC,2019AJ....158..138S,-0.274,0.37,TIC,2019AJ....158..138S,1.205,0.232,,,,,,,,,34.04,0.82,TIC hip,2019AJ....158..138S,29.37720329024677,0.7076764599883182,TIC plx hip,2019AJ....158..138S,0,G9.5IIICH-1,1989ApJS...71..245K,0,4851.0,24.0,Pastel,2022A&A...663A...4S,2.4159429578357443,0.029205926087344,calculated_from_M_and_R,Calculated Value,2.64,0.11,Pastel,2022A&A...663A...4S,0.01,0.04,Pastel,2022A&A...663A...4S,2.1657486815594145,0.0088803985341724,Stock2018,2018A&A...616A..33S,17.134223847240413,0.243786513742107,calc_from_L_and_Teff,Calculated Value,2.79,0.1699999999999999,Stock2018,2018A&A...616A..33S,0,0.5248074602497734,0.10222620776043,Stock2018,2018A&A...616A..33S,,,,,,,,0,0,,,,,,,0,,72291,Simbad,08 33 21.73,+36 26 11.1,4.99,1,32.63,0.24,ok,-4.49,c
TIC 179323446,211.670609,-36.369934,,,179323446.0,,,68933.0,2MASS J14064097-3622113,7293-02215-1,WDS J14067-3622A,* tet Cen,tic_near,-519.0,8.0,-518.0,8.0,TIC tic7,2019AJ....158..138S,3.94,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.04,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.05,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.76,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.403,0.184,TIC,2019AJ....158..138S,-0.199,0.194,TIC,2019AJ....158..138S,-0.274,0.234,TIC,2019AJ....158..138S,1.244,0.2,,,,,,,,,55.45,0.2,TIC hip,2019AJ....158..138S,18.034265103697024,0.0650469435660848,TIC plx hip,2019AJ....158..138S,0,K0-IIIb,1989ApJS...71..245K,0,4924.0,126.0,Pastel,2022A&A...663A...4S,0.389728767022103,0.4392229724344765,calculated_from_M_and_R,Calculated Value,2.79,0.09,Pastel,2022A&A...663A...4S,0.08,0.08,Pastel,2022A&A...663A...4S,3.679806662742005,0.4343196784072208,update McDonald2017,2017MNRAS.471..770M,95.04294561366169,47.77250130537201,calc_from_L_and_Teff,Calculated Value,0.8081666320131379,0.0893840033825994,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,A,3.0,11.84,,,,0,,88742,Simbad,10 13 24.74,-33 01 54.3,2.27,0,10.0,0.201,ok,-4.76,
TIC 230981971,24.428517,-57.236651,,,230981971.0,,,7588.0,2MASS J01374284-5714119,8478-1395-1,,* alf Eri,tic_bright,88.0,8.0,-40.0,8.0,TIC tic7,2019AJ....158..138S,-0.36,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.3,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.46,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.49,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.6,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.815,0.254,TIC,2019AJ....158..138S,0.865,0.32,TIC,2019AJ....158..138S,0.88,0.33,TIC,2019AJ....158..138S,1.315,0.8,,,,,,,,,23.39,0.57,Simbad 2007A&A...474..653V,2007A&A...474..653V,42.75331338178709,1.0418721089191378,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,B6Vpe,2006MNRAS.371..252L,1,20230.0,,Simbad 2001A&A...378..861C,2001A&A...378..861C,3.872780441690156,,calculated_from_M_and_R,Calculated Value,,,,,,,,,3.5584394276201587,,Pecaut_and_Mamajek_2013,Calculated Value,4.896441758757951,,calc_from_L_and_Teff,Calculated Value,6.523399869685962,0.7669195222062538,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,125184,Simbad,14 18 00.72,-07 32 32.6,2.02,0,10.0,0.395,ok,-4.42,
TIC 191437754,252.54091763127,-34.29323861225,,,191437754.0,,,82396.0,2MASS J16500982-3417355,7367-00804-1,,* eps Sco,tic_near,-618.817,1.793,-254.881,1.34,TIC gaia2,2019AJ....158..138S,4.61,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.45,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.29,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.43,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.83,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,0.422,0.168,TIC,2019AJ....158..138S,-0.248,0.212,TIC,2019AJ....158..138S,-0.392,0.224,TIC,2019AJ....158..138S,1.371,0.184,,,,,,,,,40.9296,1.2309,TIC gaia2,2019AJ....158..138S,24.4589,0.7432,TIC bj2018,2019AJ....158..138S,0,K1III,2006AJ....132..161G,0,4517.0,25.0,Pastel,2022A&A...663A...4S,1.9402079607754623,0.0607565574731516,calculated_from_M_and_R,Calculated Value,2.22,0.27,Pastel,2022A&A...663A...4S,-0.14,0.1,Pastel,2022A&A...663A...4S,1.9233815617965488,0.0357658187157561,update McDonald2017,2017MNRAS.471..770M,14.950070636043316,0.6374532088854692,calc_from_L_and_Teff,Calculated Value,0.7102754806751789,0.0787699625660546,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,0,0,,,,,,,0,,197076,Simbad,20 40 45.12,+19 56 07.1,2.61,0,10.0,0.162,ok,-4.98,
TIC 80256524,6.570833,-42.30604,6.57215550145885,-42.30782032569077,80256524.0,,4.993479684438434e+18,2081.0,2MASS J00261699-4218216,7527-01031-1,,* alf Phe,tic_near,233.0,8.0,-354.0,8.0,TIC tic7,2019AJ....158..138S,,,,,3.47,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,2.38,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,0.579,0.24,TIC,2019AJ....158..138S,-0.089,0.324,TIC,2019AJ....158..138S,-0.166,0.376,TIC,2019AJ....158..138S,1.492,0.269,2.089977502822876,0.006220855200413,gaia_dr3,2023A&A...674A...1G,3.301706075668335,0.0552444062773398,2.03222393989563,0.0399837011131234,38.5,0.73,Simbad 2007A&A...474..653V,2007A&A...474..653V,25.0512,0.457,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,K0.5IIIb,2006AJ....132..161G,0,4770.0,,Simbad 2020A&A...633A..34C,2020A&A...633A..34C,2.090536807641027,,calculated_from_M_and_R,Calculated Value,,,,,-0.4,,Simbad 2020A&A...633A..34C,2020A&A...633A..34C,1.9017450265918008,,calc_from_gaia,Calculated Value,13.076406115663302,,calc_from_L_and_Teff,Calculated Value,0.7681499037191268,0.0841890880265968,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,0,0,,,,,,,0,,108799,Simbad,12 30 04.80,-13 23 35.1,3.46,0,10.0,0.305,ok,-4.45,
TIC 357348164,152.092926,11.967192,,,357348164.0,,,49669.0,2MASS J10082229+1158018,0833-01381-1,WDS J10084+1158A,* alf Leo,tic_near,-249.0,8.0,5.0,8.0,TIC tic7,2019AJ....158..138S,0.88,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.24,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.4,0.05,Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,1.37,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.47,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.665,0.314,TIC,2019AJ....158..138S,1.658,0.186,TIC,2019AJ....158..138S,1.64,0.212,TIC,2019AJ....158..138S,1.537,0.326,,,,,,,,,41.13,0.35,Simbad 2007A&A...474..653V,2007A&A...474..653V,23.759,0.446,Simbad 2009ApJ...694.1085V,2009ApJ...694.1085V,0,B8IVn,2009ApJ...694.1085V,1,11535.0,,TIC,2019AJ....158..138S,3.4522990399519964,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.6721561863128924,,Pecaut_and_Mamajek_2013,Calculated Value,5.428696223518697,,calc_from_L_and_Teff,Calculated Value,3.04524678398948,0.3796332999755055,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,179.2,6.84,,,,0,,101177,Simbad,11 38 44.88,+45 06 30.4,2.65,0,10.0,0.145,ok,-5.07,
TIC 47552789,344.412715,-29.622122,,,47552789.0,,,113368.0,2MASS J22573901-2937193,6977-1267-1,WDS J22577-2937A,* alf PsA,tic_bright,329.0,8.0,-164.0,8.0,TIC tic7,2019AJ....158..138S,1.31,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.25,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.16,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.11,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.09,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.037,0.234,TIC,2019AJ....158..138S,0.937,0.256,TIC,2019AJ....158..138S,0.945,0.286,TIC,2019AJ....158..138S,1.537,0.8,,,,,,,,,129.81,0.47,Simbad 2007A&A...474..653V,2007A&A...474..653V,7.7035667514059005,0.0278921221258822,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A4V,2006AJ....132..161G,1,8515.5,,TIC,2019AJ....158..138S,4.2044239022729295,,calculated_from_M_and_R,Calculated Value,,,,,,,,,1.235383700163226,,Pecaut_and_Mamajek_2013,Calculated Value,1.9051281245365397,,calc_from_L_and_Teff,Calculated Value,2.1193596014385547,0.3065226322266806,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,12.7,23.44,,,,0,,159222,Simbad,17 32 01.03,+34 16 15.9,2.35,0,10.0,0.192,ok,-4.83,
TIC 285473140,81.572987,28.607434,,,285473140.0,,,25428.0,2MASS J05261751+2836271,1859-01470-1,WDS J05263+2836A,* bet Tau,tic_near,23.0,8.0,-174.0,8.0,TIC tic7,2019AJ....158..138S,1.03,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.52,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.65,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.66,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.76,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.855,0.234,TIC,2019AJ....158..138S,1.881,0.192,TIC,2019AJ....158..138S,2.004,0.244,TIC,2019AJ....158..138S,1.743,0.255,,,,,,,,,24.89,0.88,TIC hip,2019AJ....158..138S,40.17677782241864,1.4204726590489516,TIC plx hip,2019AJ....158..138S,0,B7III,1994AJ....107.1556G,1,13960.0,,Simbad 2009A&A...501..297Z,2009A&A...501..297Z,3.680687322838291,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.885423558809439,,Pecaut_and_Mamajek_2013,Calculated Value,4.737983976880655,,calc_from_L_and_Teff,Calculated Value,3.9247036649564446,0.4570168979332129,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,0.1,0.0,,,,0,,144579,Simbad,16 04 56.89,+39 09 23.5,1.79,0,10.0,0.197,ok,-4.86,
TIC 290374453,138.299889,-69.717166,,,290374453.0,,,45238.0,2MASS J09131197-6943017,9200-2603-1,,* bet Car,tic_bright,-158.0,8.0,109.0,8.0,TIC tic7,2019AJ....158..138S,1.72,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.69,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.69,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.63,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.61,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.493,0.318,TIC,2019AJ....158..138S,1.5,0.216,TIC,2019AJ....158..138S,1.487,0.24,TIC,2019AJ....158..138S,1.993,0.8,,,,,,,,,28.82,0.11,Simbad 2007A&A...474..653V,2007A&A...474..653V,34.698126301179734,0.1324355965693883,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,A1III-,2006AJ....132..161G,1,8910.0,,TIC,2019AJ....158..138S,3.1409139043501044,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.4026120470440597,,Pecaut_and_Mamajek_2013,Calculated Value,6.671189239049228,,calc_from_L_and_Teff,Calculated Value,2.2451884408598257,0.3120813797526987,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,66751,Simbad,08 10 20.48,+69 43 30.1,3.52,0,10.0,0.163,ok,-4.92,
TIC 396298498,2.294576,59.149788,,,396298498.0,,4.230183770349692e+17,746.0,2MASS J00091071+5908591,3664-01985-1,WDS J00092+5909A,* bet Cas,tic_near,523.0,8.0,-180.0,8.0,TIC tic7,2019AJ....158..138S,2.73,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.61,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.27,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.97,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.77,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.714,0.31,TIC,2019AJ....158..138S,1.585,0.174,TIC,2019AJ....158..138S,1.454,0.202,TIC,2019AJ....158..138S,2.041,0.319,,,,,,,,,59.89,0.56,TIC hip,2019AJ....158..138S,16.69727834362999,0.1561274982874068,TIC plx hip,2019AJ....158..138S,0,F2III,2003AJ....126.2048G,1,6810.0,,TIC,2019AJ....158..138S,3.6038721299342766,,calculated_from_M_and_R,Calculated Value,,,,,-0.22,,gcs_reanalysis,2011A&A...530A.138C,1.4070359643419443,0.0310686805244803,update McDonald2017,2017MNRAS.471..770M,3.629747402983327,,calc_from_L_and_Teff,Calculated Value,1.93,0.05,gcs_reanalysis,2011A&A...530A.138C,0,1.16,0.0899999999999999,gcs_reanalysis,2011A&A...530A.138C,,,,,,,,1,0,A,66.1,10.15,,,,0,,29329,Simbad,04 46 00.57,+76 36 39.9,3.47,1,73.09,0.36,ok,-4.3,
